1098.47 0.153556 0.0409662 -10.0326 0 0 1.98844
1108.47 0.179249 0.046145 -9.9079 0 0 2.00566
1118.47 0.175403 0.0491845 -9.78201 0 0 1.78173
1128.47 0.150217 0.0441265 -9.65497 0 0 2.08251
1138.47 0.168548 0.042656 -9.52675 0 0 2.2832
1148.47 0.16957 0.049063 -9.39738 0 0 1.82625
1158.47 0.167701 0.0476325 -9.26685 0 0 1.76383
1168.47 0.14494 0.0393267 -9.13515 0 0 2.06201
1178.47 0.108686 0.0280972 -9.00227 0 0 1.77769
1188.47 0.10005 0.0328801 -8.86824 0 0 1.94391
1198.47 0.12202 0.0377424 -8.73305 0 0 2.026
1208.47 0.126048 0.0407965 -8.59668 0 0 2.23369
1218.47 0.161023 0.0466483 -8.45915 0 0 2.11824
1228.47 0.173666 0.0478905 -8.32047 0 0 1.89674
1238.47 0.174454 0.0472696 -8.18062 0 0 2.03267
1248.47 0.156167 0.0427073 -8.0396 0 0 1.98066
1258.47 0.143565 0.0376566 -7.89742 0 0 1.89125
1268.47 0.126889 0.0316231 -7.75407 0 0 2.07518
1278.47 0.113797 0.0314758 -7.60956 0 0 2.16652
1288.47 0.0985631 0.0288553 -7.46388 0 0 1.95512
1298.47 0.0965505 0.0287228 -7.31705 0 0 1.90195
1308.47 0.106564 0.0326675 -7.16904 0 0 1.88911
1318.47 0.118905 0.0389394 -7.01987 0 0 1.9854
1328.47 0.116408 0.0338257 -6.86954 0 0 1.91896
1338.47 0.127003 0.0349469 -6.71803 0 0 1.87545
1348.47 0.102884 0.0320667 -6.56537 0 0 1.95931
1358.47 0.0690943 0.0163167 -6.41154 0 0 2.11036
1368.47 0.0793118 0.0234449 -6.25656 0 0 1.92816
1378.47 0.107766 0.0198596 -6.1004 0 0 1.9914
1388.47 0.074209 0.0196087 -5.94309 0 0 1.92552
1398.47 0.0617692 0.0222256 -5.78459 0 0 2.04268
1408.47 0.0809661 0.0268825 -5.62495 0 0 2.05571
1418.47 0.0585705 0.0222266 -5.46414 0 0 1.95529
1428.47 0.0449225 0.0111426 -5.30216 0 0 2.01662
1438.47 0.0515743 0.0161106 -5.13902 0 0 2.17781
1448.47 0.0531725 0.0174823 -4.97472 0 0 2.1526
1458.47 0.0611403 0.0164153 -4.80924 0 0 1.87951
1468.47 0.0548081 0.015166 -4.64261 0 0 1.59818
1478.47 0.0372927 0.0104611 -4.47481 0 0 1.78545
1488.47 0.0327746 0.00755557 -4.30585 0 0 1.59788
1498.47 0.0294139 0.00759377 -4.13571 0 0 2.06447
1508.47 0.0283595 0.00627332 -3.96442 0 0 2.05389
1518.47 0.0296625 0.0080556 -3.79196 0 0 2.38236
1528.47 0.0550022 0.0135937 -3.61835 0 0 2.53105
1538.47 0.069131 0.0202184 -3.44356 0 0 2.41046
1548.47 0.0715491 0.0238955 -3.26761 0 0 3.15344
1558.47 0.0645796 0.015735 -3.0905 0 0 3.23386
1568.47 0.0538491 0.0133159 -2.91222 0 0 3.15372
1578.47 0.0711737 0.0182981 -2.73277 0 0 3.14094
1588.47 0.0621385 0.0153394 -2.55217 0 0 2.67338
1598.47 0.0393133 0.0121292 -2.37039 0 0 2.65465
1608.47 0.0374625 0.0103271 -2.18745 0 0 2.90626
1618.47 0.0491107 0.0121941 -2.00336 0 0 2.41222
1628.47 0.0605498 0.0177572 -1.81808 0 0 2.66155
1638.47 0.0387676 0.0109082 -1.63165 0 0 2.24049
1648.47 0.0315304 0.0092938 -1.44406 0 0 2.02522
1658.47 0.025755 0.00655304 -1.25531 0 0 2.0747
1668.47 0.022544 0.0051427 -1.06538 0 0 2.38979
1678.47 0.0248847 0.00551617 -0.874298 0 0 2.03388
1688.47 0.0288004 0.00676882 -0.682053 0 0 2.33169
1698.47 0.0291178 0.00585192 -0.488632 0 0 2.23638
1708.47 0.0364628 0.0105419 -0.294052 0 0 2.48719
1718.47 0.054894 0.0148054 -0.098297 0 0 2.57243
1728.47 0.0502698 0.0139461 0.098602 0 0 2.89789
1738.47 0.048808 0.0158278 0.296677 0 0 2.96972
1748.47 0.0526536 0.0122808 0.495911 0 0 2.75598
1758.47 0.0428065 0.0101511 0.69632 0 0 2.6295
1768.47 0.0348497 0.00988532 0.897888 0 0 2.57709
1778.47 0.029388 0.00834103 1.10062 0 0 2.24913
1788.47 0.0294543 0.00772218 1.30452 0 0 2.18648
1798.47 0.0302433 0.00632542 1.50957 0 0 2.51195
1808.47 0.0250101 0.00503593 1.71581 0 0 1.9111
1818.47 0.0208528 0.00548547 1.92319 0 0 1.96982
1828.47 0.025625 0.00773777 2.13174 0 0 2.04651
1838.47 0.0344001 0.00821216 2.34146 0 0 2.17423
1848.47 0.0364086 0.00936195 2.55234 0 0 2.39905
1858.47 0.0423203 0.0100603 2.76439 0 0 2.20979
1868.47 0.0508752 0.0165717 2.9776 0 0 1.99722
1878.47 0.0425631 0.0121542 3.19197 0 0 2.35458
1888.47 0.0287805 0.00804385 3.40752 0 0 2.27373
1898.47 0.0277766 0.00624013 3.62422 0 0 2.01234
1908.47 0.0237463 0.00715405 3.84209 0 0 2.17417
1918.47 0.0219641 0.00451773 4.06111 0 0 1.98851
1928.47 0.0227256 0.00533479 4.28131 0 0 2.18477
1938.47 0.0272198 0.00641369 4.50267 0 0 1.79914
1948.47 0.0339912 0.00820342 4.72521 0 0 2.36751
1958.47 0.0537714 0.0140712 4.9489 0 0 1.91818
1968.47 0.0461083 0.0109367 5.17375 0 0 1.80435
1978.47 0.0506247 0.0162353 5.39977 0 0 1.96098
1988.47 0.082555 0.0212292 5.62696 0 0 2.42106
1998.47 0.114174 0.0394116 5.8553 0 0 2.4192
2008.47 0.0762948 0.0183971 6.08481 0 0 2.9273
2018.47 0.0847471 0.0241427 6.31549 0 0 2.97138
2028.47 0.0977083 0.033704 6.54734 0 0 3.13917
2038.47 0.145271 0.0450394 6.78034 0 0 0.86734
2048.47 0.106037 0.0312145 7.01451 0 0 0.888197
2058.47 0.163339 0.0406282 7.24985 0 0 1.3858
2068.47 0.119358 0.0332322 7.48634 0 0 1.86569
2078.47 0.0949799 0.0229881 7.724 0 0 1.92575
2088.47 0.0485166 0.0135926 7.96283 0 0 1.63732
2098.47 0.017998 0.00632557 8.20282 0 0 1.71573
2108.47 0.02061 0.00509519 8.44399 0 0 1.41614
2118.47 0.0312418 0.00770692 8.6863 0 0 1.44221
2128.47 0.0361164 0.00773993 8.92978 0 0 1.49924
2138.47 0.0213116 0.00708851 9.17444 0 0 1.39417
2148.47 0.0163978 0.00423355 9.42024 0 0 1.46694
2158.47 0.0195272 0.00632912 9.66722 0 0 1.67796
2168.47 0.0326457 0.00856466 9.91538 0 0 1.47219
2178.47 0.0386741 0.011282 10.1647 0 0 1.58748
2188.47 0.0319623 0.00891202 10.4151 0 0 1.53652
2198.47 0.031023 0.00937006 10.6668 0 0 1.76622
2208.47 0.0287227 0.00818961 10.9196 0 0 1.60999
2218.47 0.0242184 0.00654002 11.1736 0 0 1.51561
2228.47 0.0217731 0.00676327 11.4287 0 0 1.60772
2238.47 0.0191089 0.0054282 11.685 0 0 1.23889
2248.47 0.0184505 0.0054734 11.9424 0 0 1.11798
2258.47 0.0175525 0.00516362 12.2011 0 0 1.04617
2268.47 0.0154944 0.00511445 12.4608 0 0 1.03339
2278.47 0.015292 0.00387011 12.7218 0 0 1.06519
2288.47 0.0128651 0.00423544 12.9839 0 0 1.14568
2298.47 0.0136695 0.00316894 13.2472 0 0 0.974821
2308.47 0.013642 0.00298559 13.5116 0 0 0.959341
2318.47 0.015151 0.00419483 13.7772 0 0 1.06607
2328.47 0.0174023 0.00422175 14.044 0 0 1.13897
2338.47 0.0186731 0.00517695 14.312 0 0 1.09577
2348.47 0.0359787 0.00974569 14.5811 0 0 1.20673
2358.47 0.0412455 0.0128802 14.8513 0 0 1.1975
2368.47 0.0290887 0.00923605 15.1228 0 0 1.13821
2378.47 0.02706 0.00643855 15.3953 0 0 1.09764
2388.47 0.0240646 0.00675511 15.6691 0 0 1.18497
2398.47 0.0197808 0.00466691 15.944 0 0 1.19553
2408.47 0.017392 0.00411339 16.2201 0 0 1.09509
2418.47 0.0169168 0.004237 16.4974 0 0 1.16853
2428.47 0.0143653 0.00398064 16.7758 0 0 1.06457
2438.47 0.015335 0.00398444 17.0554 0 0 0.887326
2448.47 0.014038 0.00359213 17.3361 0 0 0.815845
2458.47 0.0134872 0.00344227 17.618 0 0 0.888186
2468.47 0.0139058 0.00423122 17.9011 0 0 0.83227
2478.47 0.0137639 0.00333194 18.1854 0 0 0.847173
2488.47 0.0161697 0.00383015 18.4708 0 0 0.796159
2498.47 0.0207522 0.00523233 18.7573 0 0 0.794508
2508.47 0.0188124 0.00571082 19.0451 0 0 0.837921
2518.47 0.0203936 0.00568238 19.3339 0 0 0.850343
2528.47 0.0232609 0.00521732 19.624 0 0 0.826897
2538.47 0.0243326 0.00659474 19.9152 0 0 0.79847
2548.47 0.0268788 0.00763761 20.2076 0 0 0.77383
2558.47 0.019781 0.00523994 20.5012 0 0 0.79057
2568.47 0.019089 0.00505239 20.7959 0 0 0.810724
2578.47 0.0257551 0.00758106 21.0918 0 0 0.822795
2588.47 0.0260533 0.00745568 21.3888 0 0 0.852449
2598.47 0.0201686 0.00507583 21.687 0 0 0.798274
2608.47 0.0198452 0.00425502 21.9864 0 0 0.80226
